Alloy Formula,"Composition
 type",Form,Composition in mole percent,"Thickness 
(micron)",fcc lattice parameter for Cu alloys,Bravais lattice in as-annealed form for PdCu based membranes,Latice parameter (nm),Bravais lattice in as-manufactured state,Temperature (°C),"Inverse temperature 
1E3/T (1E3 K-1)","Diffusion 
coefficient
(cm^2.s^-1)",Fabrication technique,"Pressure 
difference  P1^n- P2^n (Pa^n)","Pressure 
exponent 
(n)",Effective area (cm^2),Membrane support,Type of support,Gases,Solubility constant Ks (Pa^-0.5),Hydrogen permeability (mol.m^-1.s^-1.Pa^-n),"Hydrogen Permeation Flux
(mol.m^-2.s^-1)","Permeation 
Activation Energy (KJ/mol)",Hydrogen Permeance (mol.m^-2.s^-1.Pa^-0.5),Feed Flow rate (mL.min^-1),Hydrogen transfer rate s.c.f.h.(mil).(sq.ft.)^-1,Conversion factor,Number,General comments,Reference,DOI/URL,
Pd82.0Y3.0Ag15.0,mole fraction,disc,Pd82.00Y3.00Ag15.00,700,,,0.3937,fcc,300,,,cold rolling,814.9817,0.5,,,,,,4.08E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd82.0Y3.0Ag15.0,mole fraction,disc,Pd82.00Y3.00Ag15.00,700,,,0.3937,fcc,400,,,cold rolling,516.8088,0.5,,,,,,4.51E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Y3.0Ag15.0,mole fraction,disc,Pd82.00Y3.00Ag15.00,700,,,0.3937,fcc,400,,,cold rolling,631.1815,0.5,,,,,,4.54E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Y3.0Ag15.0,mole fraction,disc,Pd82.00Y3.00Ag15.00,700,,,0.3937,fcc,400,,,cold rolling,730.9379,0.5,,,,,,4.65E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Y3.0Ag15.0,mole fraction,disc,Pd82.00Y3.00Ag15.00,700,,,0.3937,fcc,400,,,cold rolling,817.1742,0.5,,,,,,4.68E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd82.0Gd3.0Ag15.0,mole fraction ,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,300,,,cold rolling,515.7125,0.5,,,,,,4.22E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Gd3.0Ag15.0,mole fraction ,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,300,,,cold rolling,630.8161,0.5,,,,,,4.20E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Gd3.0Ag15.0,mole fraction ,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,300,,,cold rolling,731.3033,0.5,,,,,,4.21E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Gd3.0Ag15.0,mole fraction ,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,300,,,cold rolling,814.9817,0.5,,,,,,4.30E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd82.0Gd3.0Ag15.0,mole fraction,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,400,,,cold rolling,514.9817,0.5,,,,,,4.74E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Gd3.0Ag15.0,mole fraction,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,400,,,cold rolling,631.5469,0.5,,,,,,4.74E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Gd3.0Ag15.0,mole fraction,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,400,,,cold rolling,730.9379,0.5,,,,,,4.74E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Gd3.0Ag15.0,mole fraction,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,400,,,cold rolling,816.4434,0.5,,,,,,4.76E-08,,,,,,,,The data were extracted from Figure 1. No further unit conversion needed.,"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd76Ag24,mole fraction,disc,Pd76.00Ag24.00,700,,,0.3933,fcc,400,,,cold rolling,666.7106,0.5,,,,,,2.72E-08,,7.85,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd76Ag24,mole fraction,disc,Pd76.00Ag24.00,700,,,0.3933,fcc,350,,,cold rolling,666.7106,0.5,,,,,,2.32E-08,,7.85,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd76Ag24,mole fraction,disc,Pd76.00Ag24.00,700,,,0.3933,fcc,300,,,cold rolling,666.7106,0.5,,,,,,2.02E-08,,7.85,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd76Ag24,mole fraction,disc,Pd76.00Ag24.00,700,,,0.3933,fcc,250,,,cold rolling,666.7106,0.5,,,,,,1.61E-08,,7.85,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92Y8,mole fraction,disc,Pd92.00Y8.00,700,,,0.3943,fcc,400,,,cold rolling,666.7106,0.5,,,,,,4.37E-08,,8.01,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd92Y8,mole fraction,disc,Pd92.00Y8.00,700,,,0.3943,fcc,350,,,cold rolling,666.7106,0.5,,,,,,3.88E-08,,8.01,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd92Y8,mole fraction,disc,Pd92.00Y8.00,700,,,0.3943,fcc,300,,,cold rolling,666.7106,0.5,,,,,,3.38E-08,,8.01,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd92Y8,mole fraction,disc,Pd92.00Y8.00,700,,,0.3943,fcc,250,,,cold rolling,666.7106,0.5,,,,,,2.93E-08,,8.01,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd88.7Y6.3Ag5.0,mole fraction,disc,Pd88.70Y6.30Ag5.00,700,,,0.3942,fcc,400,,,cold rolling,666.7106,0.5,,,,,,4.57E-08,,7.49,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd88.7Y6.3Ag5.0,mole fraction,disc,Pd88.70Y6.30Ag5.00,700,,,0.3942,fcc,350,,,cold rolling,666.7106,0.5,,,,,,4.22E-08,,7.49,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd88.7Y6.3Ag5.0,mole fraction,disc,Pd88.70Y6.30Ag5.00,700,,,0.3942,fcc,300,,,cold rolling,666.7106,0.5,,,,,,3.78E-08,,7.49,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd88.7Y6.3Ag5.0,mole fraction,disc,Pd88.70Y6.30Ag5.00,700,,,0.3942,fcc,250,,,cold rolling,666.7106,0.5,,,,,,3.19E-08,,7.49,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd85.3Y4.7Ag10.0,mole fraction,disc,Pd85.30Y4.70Ag10.00,700,,,0.394,fcc,400,,,cold rolling,666.7106,0.5,,,,,,4.09E-08,,7.77,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd85.3Y4.7Ag10.0,mole fraction,disc,Pd85.30Y4.70Ag10.00,700,,,0.394,fcc,350,,,cold rolling,666.7106,0.5,,,,,,3.70E-08,,7.77,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd85.3Y4.7Ag10.0,mole fraction,disc,Pd85.30Y4.70Ag10.00,700,,,0.394,fcc,300,,,cold rolling,666.7106,0.5,,,,,,3.25E-08,,7.77,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd85.3Y4.7Ag10.0,mole fraction,disc,Pd85.30Y4.70Ag10.00,700,,,0.394,fcc,250,,,cold rolling,666.7106,0.5,,,,,,2.78E-08,,7.77,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd82.0Y3.0Ag15.0,mole fraction,disc,Pd82.00Y3.00Ag15.00,700,,,0.3937,fcc,400,,,cold rolling,666.7106,0.5,,,,,,3.65E-08,,7.11,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Y3.0Ag15.0,mole fraction,disc,Pd82.00Y3.00Ag15.00,700,,,0.3937,fcc,350,,,cold rolling,666.7106,0.5,,,,,,3.23E-08,,7.11,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Y3.0Ag15.0,mole fraction,disc,Pd82.00Y3.00Ag15.00,700,,,0.3937,fcc,300,,,cold rolling,666.7106,0.5,,,,,,3.00E-08,,7.11,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Y3.0Ag15.0,mole fraction,disc,Pd82.00Y3.00Ag15.00,700,,,0.3937,fcc,250,,,cold rolling,666.7106,0.5,,,,,,2.60E-08,,7.11,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd78.7Y1.3Ag20.0,mole fraction,disc,Pd78.70Y1.30Ag20.00,700,,,0.3933,fcc,400,,,cold rolling,666.7106,0.5,,,,,,3.23E-08,,5.74,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd78.7Y1.3Ag20.0,mole fraction,disc,Pd78.70Y1.30Ag20.00,700,,,0.3933,fcc,350,,,cold rolling,666.7106,0.5,,,,,,3.00E-08,,5.74,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd78.7Y1.3Ag20.0,mole fraction,disc,Pd78.70Y1.30Ag20.00,700,,,0.3933,fcc,300,,,cold rolling,666.7106,0.5,,,,,,2.72E-08,,5.74,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd78.7Y1.3Ag20.0,mole fraction,disc,Pd78.70Y1.30Ag20.00,700,,,0.3933,fcc,250,,,cold rolling,666.7106,0.5,,,,,,2.39E-08,,5.74,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92.0Gd8.0,mole fraction,disc,Pd92.00Gd8.00,700,,,0.3966,fcc,400,,,cold rolling,666.7106,0.5,,,,,,5.97E-08,,7.27,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd92.0Gd8.0,mole fraction,disc,Pd92.00Gd8.00,700,,,0.3966,fcc,350,,,cold rolling,666.7106,0.5,,,,,,5.64E-08,,7.27,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd92.0Gd8.0,mole fraction,disc,Pd92.00Gd8.00,700,,,0.3966,fcc,300,,,cold rolling,666.7106,0.5,,,,,,4.80E-08,,7.27,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd92.0Gd8.0,mole fraction,disc,Pd92.00Gd8.00,700,,,0.3966,fcc,250,,,cold rolling,666.7106,0.5,,,,,,3.86E-08,,7.27,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd88.7Gd6.3Ag5.0,mole fraction,disc,Pd88.70Gd6.30Ag5.00,700,,,0.3953,fcc,400,,,cold rolling,666.7106,0.5,,,,,,6.32E-08,,7.19,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd88.7Gd6.3Ag5.0,mole fraction,disc,Pd88.70Gd6.30Ag5.00,700,,,0.3953,fcc,350,,,cold rolling,666.7106,0.5,,,,,,6.11E-08,,7.19,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd88.7Gd6.3Ag5.0,mole fraction,disc,Pd88.70Gd6.30Ag5.00,700,,,0.3953,fcc,300,,,cold rolling,666.7106,0.5,,,,,,5.39E-08,,7.19,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd88.7Gd6.3Ag5.0,mole fraction,disc,Pd88.70Gd6.30Ag5.00,700,,,0.3953,fcc,250,,,cold rolling,666.7106,0.5,,,,,,4.21E-08,,7.19,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd85.3Gd4.7Ag10,mole fraction,disc,Pd85.30Gd4.70Ag10.00,700,,,0.3946,fcc,400,,,cold rolling,666.7106,0.5,,,,,,3.98E-08,,6.47,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd85.3Gd4.7Ag10,mole fraction,disc,Pd85.30Gd4.70Ag10.00,700,,,0.3946,fcc,350,,,cold rolling,666.7106,0.5,,,,,,3.71E-08,,6.47,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd85.3Gd4.7Ag10,mole fraction,disc,Pd85.30Gd4.70Ag10.00,700,,,0.3946,fcc,300,,,cold rolling,666.7106,0.5,,,,,,3.39E-08,,6.47,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd85.3Gd4.7Ag10,mole fraction,disc,Pd85.30Gd4.70Ag10.00,700,,,0.3946,fcc,250,,,cold rolling,666.7106,0.5,,,,,,2.80E-08,,6.47,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd82.0Gd3.0Ag15,mole fraction,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,400,,,cold rolling,666.7106,0.5,,,,,,3.74E-08,,6.61,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Gd3.0Ag15,mole fraction,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,350,,,cold rolling,666.7106,0.5,,,,,,3.39E-08,,6.61,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Gd3.0Ag15,mole fraction,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,300,,,cold rolling,666.7106,0.5,,,,,,3.12E-08,,6.61,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
Pd82.0Gd3.0Ag15,mole fraction,disc,Pd82.00Gd3.00Ag15.00,700,,,0.3938,fcc,250,,,cold rolling,666.7106,0.5,,,,,,2.46E-08,,6.61,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd78.7Gd1.3Ag20,mole fraction,disc,Pd78.70Gd1.30Ag20.00,700,,,0.3932,fcc,400,,,cold rolling,666.7106,0.5,,,,,,3.29E-08,,6.21,,,,,,The data were extracted from figure 5. The permeability was determined in the range of 267 kPa and 667 kPa. I used the average of Pmin (267 kPa) and Pmax. (667 kPa),"(Sakamoto et al., 1992)",https://doi.org/10.1016/0925-8388(92)90468-O,
